A,农、林、牧、渔业,,,
,,1752, 毛制品制造,
,,1753, 麻制品制造,
,,1754, 丝制品制造,
,,1759, 其他纺织制成品制造,
1773,    窗帘、布艺类产品制造,1751, 棉及化纤制品制造,  新增，原1751、1752、1753、1754、1759部分内容调到此类
,,1752, 毛制品制造,
,,1753, 麻制品制造,
,,1754, 丝制品制造,
,,1759, 其他纺织制成品制造,
1779,    其他家用纺织制成品制造,1751, 棉及化纤制品制造,  新增，原1751、1752、1753、1754、1759部分内容调到此类
,,1752, 毛制品制造,
,,1753, 麻制品制造,
,,1754, 丝制品制造,
,,1759, 其他纺织制成品制造,
178,  非家用纺织制成品制造,, ,
1781,    非织造布制造,1757, 无纺布制造,  更名
1782,    绳、索、缆制造,1755, 绳、索、缆的制造,
1783,    纺织带和帘子布制造,1756, 纺织带和帘子布制造,
1784,    篷、帆布制造,1751, 棉及化纤制品制造,  新增，原1751、1759部分内容调到此类
,,1759, 其他纺织制成品制造,
1789,    其他非家用纺织制成品制造,1759, 其他纺织制成品制造,  新增，原1759部分内容调到此类
18,纺织服装、服饰业,, ,
1810,  机织服装制造,1810, 纺织服装制造,
1820,  针织或钩针编织服装制造,1761, 棉、化纤针织品及编织品制造,  新增，原1761、1762、1763、1769部分内容调到此类
,,1762, 毛针织品及编织品制造,
,,1763, 丝针织品及编织品制造,
,,1769, 其他针织品及编织品制造,
1830,  服饰制造,1751,棉及化纤制品制造,  新增，原1751、1761、1762、1763部分内容调到此类，原1830 调到此类
,,1761, 棉、化纤针织品及编织品制造,
,,1762, 毛针织品及编织品制造,
,,1763, 丝针织品及编织品制造,
,,1830, 制帽,
19,皮革、毛皮、羽毛及其制品和制鞋业,,,
1910,  皮革鞣制加工,1910, 皮革鞣制加工,
192,  皮革制品制造,, ,
1921,    皮革服装制造,1922, 皮革服装制造,
1922,    皮箱、包(袋)制造,1923, 皮箱、包(袋)制造,
1923,    皮手套及皮装饰制品制造 ,1924, 皮手套及皮装饰制品制造,
1929,    其他皮革制品制造,1929, 其他皮革制品制造,
193,  毛皮鞣制及制品加工,, ,
1931,    毛皮鞣制加工,1931, 毛皮鞣制加工,
1932,    毛皮服装加工,1932, 毛皮服装加工,
1939,    其他毛皮制品加工,1939, 其他毛皮制品加工,
194,  羽毛(绒)加工及制品制造,, ,
1941,    羽毛(绒)加工,1941, 羽毛(绒)加工,
1942,    羽毛(绒)制品加工,1942, 羽毛(绒)制品加工,
195,  制鞋业,, ,
1951,    纺织面料鞋制造,1820, 纺织面料鞋的制造,  调整，从原“18 纺织服装、鞋、帽制造业”调到此类 
1952,    皮鞋制造,1921, 皮鞋制造,  内容变更，原1921部分内容调出
1953,    塑料鞋制造,3081, 塑料鞋制造,  调整，从原“30 塑料制品业”调到此类 
1954,    橡胶鞋制造,2960, 橡胶靴鞋制造,  调整，从原“29 橡胶制品业”调到此类
1959,    其他制鞋业,1921, 皮鞋制造,  新增，原1921部分内容调到此类
20,木材加工和木、竹、藤、棕、草制品业,, ,
201,  木材加工,, ,
2011,    锯材加工,2011, 锯材加工,
2012,    木片加工,2012, 木片加工,
2013,    单板加工,2029,其他人造板、材制造,"  新增,原2029部分内容调到此处"
2019,    其他木材加工,2029,其他人造板、材制造,"  新增,原2029部分内容调到此处"
202,  人造板制造,, , 
2021,    胶合板制造,2021, 胶合板制造,
2022,    纤维板制造,2022, 纤维板制造,
2023,    刨花板制造,2023, 刨花板制造,
2029,    其他人造板制造,2029, 其他人造板、材制造,"  内容变更,原2029部分内容调出"
203,  木制品制造,, ,
2031,    建筑用木料及木材组件加工,2031, 建筑用木料及木材组件加工,"  内容变更,原2031部分内容调出"
2032,    木门窗、楼梯制造,2031, 建筑用木料及木材组件加工,"  新增,原2031部分内容调到此处"
2033,    地板制造,2031, 建筑用木料及木材组件加工,"  新增,原2031部分内容调到此处"
2034,    木制容器制造,2032, 木容器制造,
2039,    软木制品及其他木制品制造,2039, 软木制品及其他木制品制造,
204,  竹、藤、棕、草等制品制造,, ,
2041,    竹制品制造,2040, 竹、藤、棕、草制品制造,  新增，将原2040分解
2042,    藤制品制造,2040, 竹、藤、棕、草制品制造,  新增，将原2040分解
2043,    棕制品制造,2040, 竹、藤、棕、草制品制造,  新增，将原2040分解
2049,    草及其他制品制造,2040, 竹、藤、棕、草制品制造,  新增，将原2040分解
21,家具制造业 ,, ,
2110,  木质家具制造,2110, 木质家具制造,
2120,  竹、藤家具制造,2120, 竹、藤家具制造,
2130,  金属家具制造,2130, 金属家具制造,
2140,  塑料家具制造,2140, 塑料家具制造,
2190,  其他家具制造,2190, 其他家具制造,
22,造纸和纸制品业 ,, ,
221,  纸浆制造,, ,
2211,    木竹浆制造,2210, 纸浆制造,  新增，将原2210分解
2212,    非木竹浆制造,2210, 纸浆制造,  新增，将原2210分解
222,  造纸,, ,
2221,    机制纸及纸板制造,2221, 机制纸及纸板制造,
2222,    手工纸制造,2222, 手工纸制造,
2223,    加工纸制造,2223, 加工纸制造,
223,  纸制品制造,, ,
2231,    纸和纸板容器制造,2231, 纸和纸板容器的制造,
2239,    其他纸制品制造,2239, 其他纸制品制造,
23,印刷和记录媒介复制业,, ,
231,  印刷,, ,
2311,    书、报刊印刷,2311, 书、报、刊印刷,
2312,    本册印制,2312, 本册印制,
2319,    包装装潢及其他印刷,2319, 包装装潢及其他印刷,
2320,  装订及印刷相关服务,2320, 装订及其他印刷服务活动,
2330,  记录媒介复制,2330, 记录媒介的复制,
24,文教、工美、体育和娱乐用品制造业,, ,
241,  文教办公用品制造,, ,
2411,    文具制造,2411, 文具制造,
2412,    笔的制造,2412, 笔的制造,
2413,    教学用模型及教具制造,2413, 教学用模型及教具制造,
2414,    墨水、墨汁制造,2414, 墨水、墨汁制造,
2419,    其他文教办公用品制造,2419, 其他文化用品制造,  更名
242,  乐器制造,, ,
2421,    中乐器制造,2431, 中乐器制造,
2422,    西乐器制造,2432, 西乐器制造,
2423,    电子乐器制造,2433, 电子乐器制造,
2429,    其他乐器及零件制造,2439, 其他乐器及零件制造,
243,  工艺美术品制造,, ,
2431,    雕塑工艺品制造,4211, 雕塑工艺品制造,
2432,    金属工艺品制造,4212, 金属工艺品制造,
2433,    漆器工艺品制造,4213, 漆器工艺品制造,
2434,    花画工艺品制造,4214, 花画工艺品制造,
2435,    天然植物纤维编织工艺品制造,4215, 天然植物纤维编织工艺品制造,
2436,    抽纱刺绣工艺品制造,4216, 抽纱刺绣工艺品制造,
2437,    地毯、挂毯制造,4217, 地毯、挂毯制造,
2438,    珠宝首饰及有关物品制造,4218, 珠宝首饰及有关物品的制造,
2439,    其他工艺美术品制造,4219, 其他工艺美术品制造,
244,  体育用品制造,, ,
2441,    球类制造,2421, 球类制造,
2442,    体育器材及配件制造,2422, 体育器材及配件制造,
2443,    训练健身器材制造,2423, 训练健身器材制造,
2444,    运动防护用具制造,2424, 运动防护用具制造,
2449,    其他体育用品制造,2429, 其他体育用品制造,
2450,  玩具制造,2440, 玩具制造,
246,  游艺器材及娱乐用品制造,, ,
2461,    露天游乐场所游乐设备制造,2451, 露天游乐场所游乐设备制造,
2462,    游艺用品及室内游艺器材制造,2452, 游艺用品及室内游艺器材制造,  内容变更，原2452部分内容调出
2469,    其他娱乐用品制造,2452, 游艺用品及室内游艺器材制造,  新增，原2452部分内容调到此类
25,石油加工、炼焦和核燃料加工业 ,, ,
251,  精炼石油产品制造,, ,
2511,    原油加工及石油制品制造,2511, 原油加工及石油制品制造,   
2512,    人造原油制造,2512, 人造原油生产,
2520,  炼焦,2520, 炼焦,
2530,  核燃料加工,2530, 核燃料加工,
26,化学原料和化学制品制造业,, ,
261,  基础化学原料制造,, ,
2611,    无机酸制造,2611, 无机酸制造,
2612,    无机碱制造,2612, 无机碱制造,
2613,    无机盐制造,2613, 无机盐制造,
2614,    有机化学原料制造,2614, 有机化学原料制造,
2619,    其他基础化学原料制造,2619, 其他基础化学原料制造,
262,  肥料制造,, ,
2621,    氮肥制造,2621, 氮肥制造,
2622,    磷肥制造,2622, 磷肥制造,
2623,    钾肥制造,2623, 钾肥制造,
2624,    复混肥料制造,2624, 复混肥料制造,
2625,    有机肥料及微生物肥料制造,2625, 有机肥料及微生物肥料制造,
2629,    其他肥料制造,2629, 其他肥料制造,
263,  农药制造,, ,
2631,    化学农药制造,2631, 化学农药制造,
2632,    生物化学农药及微生物农药制造,2632, 生物化学农药及微生物农药制造,
264,  涂料、油墨、颜料及类似产品制造,, ,
2641,    涂料制造,2641, 涂料制造,
2642,    油墨及类似产品制造,2642, 油墨及类似产品制造,
2643,    颜料制造,2643, 颜料制造,
2644,    染料制造,2644, 染料制造,
2645,    密封用填料及类似品制造,2645, 密封用填料及类似品制造,
265,  合成材料制造,, ,
2651,    初级形态塑料及合成树脂制造,2651, 初级形态的塑料及合成树脂制造,
2652,    合成橡胶制造,2652, 合成橡胶制造,
2653,    合成纤维单(聚合)体制造,2653, 合成纤维单(聚合)体的制造,
2659,    其他合成材料制造,2659, 其他合成材料制造,  内容变更，原2659归入此类，原2662、2669部分内容调到此类
,,2662, 专项化学用品制造,
,,2669, 其他专用化学产品制造,
266,  专用化学产品制造,, ,
2661,    化学试剂和助剂制造,2661, 化学试剂和助剂制造,
2662,    专项化学用品制造,2662, 专项化学用品制造,  内容变更，原2662部分内容调出
2663,    林产化学产品制造,2663, 林产化学产品制造,
2664,    信息化学品制造,2665, 信息化学品制造,
2665,    环境污染处理专用药剂材料制造,2666, 环境污染处理专用药剂材料制造,
2666,    动物胶制造,2667, 动物胶制造,
2669,    其他专用化学产品制造    ,2662, 专项化学用品制造,  内容变更，原2662部分内容调到此类，原2669部分内容调出
,,2669, 其他专用化学产品制造,
267,  炸药、火工及焰火产品制造,, ,
2671,    炸药及火工产品制造,2664, 炸药及火工产品制造,  内容变更，原2664部分内容调出
2672,    焰火、鞭炮产品制造 ,2664, 炸药及火工产品制造,  新增，原2664部分内容调到此类
268,  日用化学产品制造,, ,
2681,    肥皂及合成洗涤剂制造,2662, 专项化学用品制造,  内容变更，原2662部分内容调到此类，原2671归入此类
,,2671, 肥皂及合成洗涤剂制造,
